tags,instruction,category,intent,response,pure_unicode,mixed_unicode,romanized,pure_unicode_rev,__index_level_0__
BCILZ,"I got to see my fees, how do I do ti?",FEES,check_fees,"I'm here to guide you on how to view your fees. We want to make sure you have all the information you need. To see your fees, follow these simple steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Billing"" or ""Account"" section.
3. Look for the ""Fees"" or ""Billing History"" tab.
4. Click on it to access your fee details.

If you have any trouble finding the specific section or encounter any difficulties, feel free to let me know. I'm here to provide further assistance!","मलाई मेरो शुल्क हेर्नुपर्छ, म कसरी गर्न सक्छु?","मलाई मेरो fees हेर्नुपर्छ, म कसरी गर्न सक्छु?","malai mero fees herna parcha, ma kasari garna sakchu?",,2338
BCILP,"I'd like to see my account fees, how to do it?",FEES,check_fees,"I can help you with that. To access your account fees, please follow these steps:

1. Log in to your account on our website or mobile app.
2. Go to the ""Account"" or ""Profile"" section.
3. Look for a tab or link that says ""Fees"" or ""Account Fees.""
4. Click on that tab or link to view your account fees.
5. If you have multiple accounts or services, make sure to select the specific account you want to check the fees for.

If you encounter any difficulties or need further assistance, feel free to reach out to our customer support team. They are available {{Customer Support Working Hours}} at {{Customer Support Phone Number}} or you can use the Live Chat feature on our website at {{Company Website URL}}. They'll be more than happy to assist you with any questions you may have regarding your account fees.","म मेरो खाता शुल्कहरू देख्न चाहन्छु, म यसलाई कसरी गर्न सक्छु?","म मेरो account fees देख्न चाहन्छु, म यसलाई कसरी गर्न सक्छु?","ma mero khata shulkharu dekhna chahanchu, ma yaslai kasari garna sakchu?",,2339
BCMQZ,i cant find my account fees i nheed assistance checking them,FEES,check_fees,"Please accept my apologies for the inconvenience you're facing with locating your account fees. I'll be glad to assist you with checking them. To view your account fees, please follow these steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Account"" or ""Profile"" section.
3. Look for the ""Billing"" or ""My Fees"" tab.
4. You should find a detailed breakdown of your account fees and charges there.

If you're still having trouble locating your account fees, please provide me with your {{Account ID}} or {{Email Address}} associated with your account. I'll personally investigate and ensure that you have all the information you need.","म मेरो खाता शुल्क फेला पार्न सक्दिन, मलाई यसलाई जाँच गर्न सहयोग चाहिन्छ।","म मेरो account fees फेला पार्न सक्दिन, मलाई यसलाई check गर्न assistance चाहिन्छ।","ma mero khata shulk phela parna sakdina, malai yaslai check garna sahayog chaiyo.",,2340
BCEMQZ,icannot find my account fees help me checking them,FEES,check_fees,"I'd be more than happy to assist you in checking your account fees. Here's what you can do:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Account"" or ""Profile"" section.
3. Look for the ""Fees"" or ""Billing"" tab.
4. You should find a detailed breakdown of your account fees listed there.

If you're having trouble locating the specific fees or need more information, please provide me with your account details, such as your {{Account Number}} or {{Email Address}} associated with the account. With that information, I'll be able to assist you more accurately.

Let me know if you have any further questions or if there's anything else I can help you with!","म मेरो खाता शुल्क फेला पार्न सक्दिन, कृपया मलाई जाँच गर्न मद्दत गर्नुहोस्।","म मेरो account fees फेला पार्न सक्दिन, कृपया मलाई checking गर्न help गर्नुहोस्।","ma mero khata shulk phela parna sakdina, kripaya malai checking garna help garnuhos.",,2341
BCL,"I want to see my fees, help me",FEES,check_fees,"I'll be glad to help you check your account fees. To view your fees, please follow these steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Account"" or ""Profile"" section.
3. Look for the tab or menu option that displays your fees.
4. Click on it to access the detailed breakdown of your fees.

If you're unable to locate the fees section or encounter any difficulties, please let me know, and I'll provide further assistance.","म मेरो शुल्क देख्न चाहन्छु, मलाई मद्दत गर्नुहोस्।","म मेरो fees देख्न चाहन्छु, मलाई help गर्नुहोस्।","ma mero fees dekhna chahanchu, malai help garnuhos.",,2342
BCEIZ,"I am looking for information about my fees, where can Ifind it?",FEES,check_fees,"I'm happy to help! I'm here to help you with that. To find information about your fees, you can follow these steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the {{Billing}} or {{Account}} section.
3. Look for a tab or menu option that mentions {{Fees}} or {{Billing Information}}.
4. Click on that option, and you should be able to see detailed information about your fees.

If you're having trouble locating the fees or need any further assistance, please don't hesitate to let me know. I'm here to provide any additional information you may need.","म मेरो शुल्कको बारेमा जानकारी खोज्दैछु, म यसलाई कहाँ पाउँछु?","म मेरो fees को बारेमा information खोज्दैछु, म यसलाई कहाँ find गर्न सक्छु?","ma mero fees ko barema information khojdai chu, ma yaslai kaha find garna sakchu?",,2343
BIP,could you show me my account fees?,FEES,check_fees,"I'd be happy to assist you in checking your account fees. To provide you with the most accurate information, could you please provide me with your account details, such as your account number or username? Once I have that information, I'll be able to guide you through the process and provide you with the necessary details regarding your account fees.",के तपाई मलाई मेरो खाता शुल्क देखाउन सक्नुहुन्छ?,के तपाई मलाई मेरो account fees देखाउन सक्नुहुन्छ?,ke tapai malai mero khata shulk dekhaun saknuhunchha?,,2344
BCIPQ,id like to check my fees where can i do it,FEES,check_fees,"I can assist you with checking your fees. To access the information you need, please follow these simple steps:

1. Log in to your account on our website using your registered email address and password.
2. Once you're logged in, navigate to the ""Account"" or ""Profile"" section. This might be located in the menu or sidebar.
3. Look for a subsection called ""Fees"" or ""Account Fees."" Click on it to view the details.
4. You should now be able to see a breakdown of your fees, including any applicable charges or fees associated with your account.

If you encounter any difficulties or have questions about specific fees, please don't hesitate to reach out to our customer support team. They are available to help you clarify any concerns and provide further assistance.

Let me know if there's anything else I can assist you with!","म मेरो शुल्क जाँच गर्न चाहन्छु, म कहाँ गर्न सक्छु?","म मेरो fees जाँच गर्न चाहन्छु, म कहाँ गर्न सक्छु?","ma mero fees janch garna chahanchu, ma kaha garna sakchu?",,2345
BCILQ,i cant find my fee how can i see it,FEES,check_fees,"I'm sorry to hear that you're having trouble finding your fee. I'm here to help you with that! To view your fee, you can follow these steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""My Account"" or ""Account Settings"" section.
3. Look for the ""Billing"" or ""Fees"" tab.
4. You should be able to see your fee listed there.

If you're still unable to locate your fee or if you have any additional questions, please let me know. I'm here to assist you further!","म मेरो शुल्क फेला पार्न सक्दिन, म यसलाई कसरी देख्न सक्छु?","म मेरो fee फेला पार्न सक्दिन, म यसलाई कसरी see गर्न सक्छु?","ma mero fee phela parna sakdina, ma yaslai kasari see garna sakchu?",,2346
BCLPQZ,id like  to see my account fees help me,FEES,check_fees,"I'm here to assist you in checking your account fees. To view your account fees, you can follow these steps:

1. Log in to your account on our website or app.
2. Navigate to the ""Account"" section or ""Billing"" tab.
3. Look for the ""Fees"" or ""Account Charges"" option.
4. Click on it to access the detailed breakdown of your fees.

If you have any specific questions or concerns about your fees, feel free to let me know, and I'll be happy to assist you further.","म मेरो खाता शुल्क देख्न चाहन्छु, मलाई मद्दत गर्नुहोस्।","म मेरो account fees देख्न चाहन्छु, मलाई help गर्नुहोस्।","ma mero khata shulk dekhna chahanchu, malai maddat garnuhos.",,2347
BCIQ,i got to check my account fees where to do it,FEES,check_fees,"I'll guide you through the process of checking your account fees. Here's what you need to do:

1. Log into your account on our website or mobile app.
2. Once you're logged in, navigate to the ""{{Billing}}"" or ""{{Account}}"" section.
3. Look for an option like ""{{View Account Fees}}"" or ""{{Billing History}}"".
4. Click on it to access your account fees.

If you encounter any difficulties or need further assistance, feel free to let me know. I'm here to help!","मलाई मेरो खाता शुल्क जाँच गर्नुपर्छ, म कहाँ गर्न सक्छु?","मलाई मेरो account fees जाँच गर्नुपर्छ, म कहाँ गर्न सक्छु?","malai mero khata shulk janch garnu parne, ma kaha garna sakchu?",,2348
BCILP,"I would like to see my fees, where do I do it?",FEES,check_fees,"I'd be happy to help you access your fee information. To view your fees, please follow these steps:

1. Visit our website at {{Company Website URL}}.
2. Log in to your account using your {{Username}} and {{Password}}.
3. Once you're logged in, navigate to the '{{Account}}' or '{{Billing}}' section of your account.
4. Look for the '{{Fees}}' or '{{Billing Summary}}' tab.
5. Click on it to access a detailed breakdown of your fees.

If you need any further assistance or have trouble locating your fees, please don't hesitate to let me know.","म मेरो शुल्क देख्न चाहन्छु, म कहाँ गर्न सक्छु?","म मेरो fees देख्न चाहन्छु, म कहाँ गर्न सक्छु?","ma mero fees dekhna chahanchu, ma kaha garna sakchu?",,2349
BCILPQZ,I'd like to see my fes where can i do it,FEES,check_fees,"I can assist you with that. To check your fees, you can follow these steps:

1. Log in to your {{Account}} on our website or mobile app.
2. Navigate to the {{Billing}} or {{Account}} section.
3. Look for an option like ""{{View Fees}}"" or ""{{Billing Summary}}"".
4. Click on it to access a detailed breakdown of your fees.

If you encounter any issues or can't find the specific options mentioned, feel free to reach out to our {{Customer Support Team}} for further assistance. We're available to help you during {{Customer Support Working Hours}}.","म मेरो फेस देख्न चाहन्छु, म कहाँ गर्न सक्छु?","म मेरो fes देख्न चाहन्छु, म कहाँ गर्न सक्छु?","ma mero fes dekhna chahanchu, ma kaha garna sakchu?",,2350
BCEILP,"I cannot find my fee, would it be possible to see it?",FEES,check_fees,"Our apologies for the inconvenience you're experiencing in finding your fee. I'll be glad to assist you with that. To view your fee, please follow these steps:

1. Log in to your account at {{Company Website URL}}.
2. Navigate to the ""Billing"" or ""Account"" section.
3. Look for an option like ""View Fees"" or ""Transaction History"".
4. Click on that option to access the details of your fees.

If you encounter any difficulties or have further questions, don't hesitate to reach out to our customer support team. They are available {{Customer Support Working Hours}} at {{Customer Support Phone Number}} or through the Live Chat on our website. We're here to help!","म मेरो शुल्क फेला पार्न सक्दिन, के यसलाई हेर्न सम्भव छ?","म मेरो fee फेला पार्न सक्दिन, के यसलाई see गर्न सम्भव छ?","ma mero fee phela paarn sakdina, ke yaslai see garn sambhav chha?",,2351
BCI,"I want to know about my fees, can you give me some information?",FEES,check_fees,"I appreciate your interest in knowing about your fees. I'm here to assist you with that. To provide you with accurate information about your fees, I would need some specific details from you. Could you please provide me with your {{Account Number}} or {{Username}}? Once I have that information, I'll be able to access your account and provide you with the details of your fees.","म मेरो शुल्कको बारेमा जान्न चाहन्छु, के तपाई मलाई केही जानकारी दिन सक्नुहुन्छ?","म मेरो fees को बारेमा जान्न चाहन्छु, के तपाई मलाई केही information दिन सक्नुहुन्छ?","ma mero fees ko barema jaanne chahanchu, ke tapai malai kehi information din saknuhunchha?",,2352
BCIPQZ,id liketo check my fees can ya help me,FEES,check_fees,"I'd be happy to assist you in checking your fees. To provide you with accurate information, could you please provide me with your account details or any specific fee you would like to inquire about? Alternatively, you can navigate to your account dashboard or settings, where you should be able to find a section regarding your fees. Once you locate this section, you should be able to view all relevant fee details associated with your account. If you encounter any difficulties during this process or if you have any further questions, feel free to ask. I'm here to help!","म मेरो शुल्क जाँच गर्न चाहन्छु, के तपाईं मलाई मद्दत गर्न सक्नुहुन्छ?","म मेरो fees check गर्न चाहन्छु, के तपाईं मलाई help गर्न सक्नुहुन्छ?","ma mero fees check garna chahanchu, ke tapaai malai help garna saknuhunchha?",,2353
BCIQZ,need to check my fees were to do it,FEES,check_fees,"I'm here to help you check your fees. To do that, you can follow these steps:

1. Log in to your account on our website.
2. Navigate to the ""Billing"" or ""My Account"" section.
3. Look for an option like ""View Fees"" or ""Billing History"".
4. Click on that option to access your fee details.
5. You should be able to see a breakdown of your fees, including any recent or outstanding charges.

If you encounter any difficulties or have any further questions, please don't hesitate to let me know. I'm here to assist you!","मलाई मेरो शुल्क जाँच गर्न आवश्यक छ, म कहाँ गर्न सक्छु?","मलाई मेरो fees जाँच गर्न आवश्यक छ, म कहाँ गर्न सक्छु?","malai mero fees janch garna aawasyak chha, ma kaha garna sakchu?",,2354
BZ,I needto check my fees,FEES,check_fees,"I'm here to assist you with checking your fees. To provide you with accurate information, could you please provide me with your account details or any specific fees you want to inquire about? This will help me give you the most relevant and up-to-date information.",मलाई मेरो शुल्क जाँच गर्न आवश्यक छ।,मलाई मेरो fees जाँच गर्न आवश्यक छ।,malai mero fees janch garna aawasyak chha.,,2355
BCIP,"I would like information about my fees, where could I find it?",FEES,check_fees,"I'm here to help you find information about your fees. To access details about your fees, you can follow these steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Account"" or ""Profile"" section.
3. Look for a tab or option related to ""Billing"" or ""Fees.""
4. Click on that tab or option to view a breakdown of your fees.

If you're having trouble locating the specific section, please let me know, and I'll guide you through it step-by-step.","मलाई मेरो शुल्कको बारेमा जानकारी चाहिन्छ, म यसलाई कहाँ पाउन सक्छु?","मलाई मेरो fees को बारेमा information चाहिन्छ, म यसलाई कहाँ पाउन सक्छु?","malai mero fees ko barema information chahinchha, ma yaslai kaha paun sakchu?",,2356
BCIPQZ,I'd like to check my account fees where can i od it,FEES,check_fees,"I can help you check your account fees. Here's what you need to do:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Billing"" or ""Account"" section.
3. Look for the ""Fees"" or ""Invoice"" tab.
4. Click on it to view a breakdown of your account fees.

If you need any assistance or have specific questions about the fees, feel free to reach out to our customer support team. They are available {{Customer Support Working Hours}} at {{Customer Support Phone Number}} or through the Live Chat on our website at {{Company Website URL}}.","म मेरो खाता शुल्क जाँच गर्न चाहन्छु, म कहाँ गर्न सक्छु?","म मेरो account fees check गर्न चाहन्छु, म कहाँ गर्न सक्छु?","ma mero khata shulk janch garna chahanchu, ma kaha garna sakchu?",,2357
BCIQ,need to check my fees how do i do it,FEES,check_fees,"I'm here to assist you in checking your fees. To view your fees, please follow these steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Account"" or ""Profile"" section.
3. Look for the ""Fees"" or ""Billing"" tab.
4. Click on it to access your fees summary.
5. Here you'll find a breakdown of all the fees associated with your account.

If you encounter any difficulties or have further questions, please don't hesitate to reach out. I'm here to help!","मलाई मेरो शुल्क जाँच गर्नुपर्छ, म कसरी गर्न सक्छु?","मलाई मेरो fees जाँच गर्नुपर्छ, म कसरी गर्न सक्छु?","malai mero fees janch garna parcha, ma kasari garna sakchu?",,2358
BCILQZ,wanna see my acount fees where can i do it,FEES,check_fees,"I'll be more than happy to assist you in checking your account fees. To access your account fees, please follow these simple steps:

1. Log in to your account on our website or mobile app.
2. Navigate to your account dashboard or profile settings.
3. Look for the section labeled ""Fees"" or ""Account Fees"".
4. Click on that section to view a detailed breakdown of your account fees.

If you have any trouble finding the fees or need further assistance, feel free to reach out to our customer support team. We're available {{Customer Support Working Hours}} at {{Customer Support Phone Number}} or through the Live Chat on our website at {{Company Website URL}}.

Let me know if there's anything else I can help you with!","म मेरो खाता शुल्क देख्न चाहन्छु, म कहाँ गर्न सक्छु?","म मेरो account fees देख्न चाहन्छु, म कहाँ गर्न सक्छु?","ma mero account fees dekhna chahanchu, ma kaha garna sakchu?",,2359
BCIQZ,i need information about my account fes how can i get it,FEES,check_fees,"I'd be more than happy to assist you in obtaining information about your account fees. To access your account fees, you can follow these simple steps:

1. Login to your account on our website or mobile app.
2. Navigate to the ""Account"" or ""Profile"" section.
3. Look for the ""Billing"" or ""Fees"" tab.
4. Click on it to view your account fees details.

If you're having trouble locating the specific section or need any further assistance, please let me know. I'm here to help!","मलाई मेरो खाता शुल्कको बारेमा जानकारी चाहिन्छ, म यसलाई कसरी प्राप्त गर्न सक्छु?","मलाई मेरो account fees को बारेमा information चाहिन्छ, म यसलाई कसरी प्राप्त गर्न सक्छु?","malai mero khata fees ko barema information chahinchha, ma yaslai kasari prapt garna sakchu?",,2360
BCIMPQZ,i cant find my account fese could i check them,FEES,check_fees,"I'm truly sorry for the inconvenience you're experiencing in finding your account fees. I'm here to assist you with that. Here's what you can do to check your account fees:

1. Log into your account on our website or mobile app using your registered credentials.
2. Navigate to the ""Account"" or ""Profile"" section.
3. Look for the ""Fees"" or ""Billing"" tab within your account settings.
4. Click on the tab to access detailed information about your account fees.

If you encounter any difficulties or have specific questions regarding your fees, please don't hesitate to let me know. I'm here to help resolve any concerns you may have.","म मेरो खाता फेसे पाउन सक्दिन, के म तिनीहरूलाई जाँच गर्न सक्छु?","म मेरो account फेसे पाउन सक्दिन, के म तिनीहरूलाई check गर्न सक्छु?","ma mero account face paun sakdina, ke ma tiniharulai check garna sakchu?",,2361
BIZ,where can I check my accouny fees?,FEES,check_fees,"I'm here to help you with that! Checking your account fees is important to stay informed about any charges or expenses. To access your account fees, follow these steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Account"" or ""Profile"" section.
3. Look for the ""Fees"" or ""Account Fees"" tab.
4. Click on it to view detailed information about your account fees.

If you're having trouble finding it or need further assistance, please let me know. I'll be glad to guide you through the process or provide any additional information you may need.",म मेरो खाता शुल्क कहाँ चेक गर्न सक्छु?,म मेरो account fees कहाँ check गर्न सक्छु?,ma mero account fees kaha check garna sakchu?,,2362
BCEIMPQ,i cannot find my fees how could i check them,FEES,check_fees,"I'm sorry to hear that you're having trouble finding your fees. I'll be happy to assist you with that. To check your fees, you can follow these steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Account"" section or ""Profile"" page.
3. Look for a tab or link that says ""Fees"" or ""Account Fees"".
4. Click on the ""Fees"" option to view the details of your account fees.

If you're still unable to locate your fees or if you have any further questions, please provide me with your account information, such as your username or email address, so that I can personally assist you in finding the fees associated with your account.","म मेरो शुल्क फेला पार्न सक्दिन, म कसरी चेक गर्न सक्छु?","म मेरो fees फेला पार्न सक्दिन, म कसरी check गर्न सक्छु?","ma mero fees phela parna sakdina, ma kasari check garna sakchu?",,2363
BCILP,"I would like to see my account fees, where do I do it?",FEES,check_fees,"I can help you with that. To view your account fees, you can follow these steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the account dashboard or profile settings.
3. Look for a section called ""Billing"" or ""Account Fees.""
4. Click on that section to access detailed information about your fees.

If you encounter any difficulties or have further questions, feel free to let me know. I'm here to assist you every step of the way!","म मेरो खाता शुल्कहरू हेर्न चाहन्छु, म कहाँ गर्न सक्छु?","म मेरो account fees हेर्न चाहन्छु, म कहाँ गर्ने?","ma mero khata shulkharu herna chahanchu, ma kaha garna sakchu?",,2364
BCIP,"I would like to check my account fees, how can I do it?",FEES,check_fees,"I'm here to assist you with that. To check your account fees, you have a couple of options:

1. Online Banking: If you have access to our online banking platform, you can easily view your account fees by logging in to your account. Once logged in, navigate to the ""Account Summary"" or ""Account Details"" section, where you should find a breakdown of all applicable fees and charges.

2. Mobile App: If you prefer to use our mobile app, you can access your account fees by opening the app and logging in. Similar to online banking, you can usually find the account fees under the ""Account Summary"" or ""Account Details"" section.

3. Customer Support: If you're unable to access your account online or through the mobile app, our dedicated customer support team would be more than happy to assist you. You can reach them by calling our customer support line at {{Customer Support Phone Number}} or by contacting them through the live chat on our website at {{Company Website URL}}. They will provide you with all the necessary information regarding your account fees.

Remember, if you have any other questions or need further assistance, feel free to let me know. I'm here to help!","म मेरो खाता शुल्क जाँच गर्न चाहन्छु, म यसलाई कसरी गर्न सक्छु?","म मेरो account fees जाँच गर्न चाहन्छु, म यसलाई कसरी गर्न सक्छु?","ma mero khata shulk janch garna chahanchu, ma yaslai kasari garna sakchu?",,2365
BCILMQ,wanna see the loan payments can i get some help,LOAN,check_loan_payments,"I'm here to assist you with checking your loan payments. To view your loan payment information, you can follow these simple steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Loan Payments"" section or ""My Account"" page.
3. Look for the option that says ""View Loan Payments"" or something similar.
4. Click on it to access your loan payment details.
5. You should be able to see a list of your recent loan payments, including the amount, due date, and payment status.

If you are having trouble finding the specific section or have any other questions regarding your loan payments, feel free to provide me with your account information, such as your username or any unique identifier, and I'll be more than happy to guide you through the process.","म ऋण भुक्तानीहरू देख्न चाहन्छु, के म केही मद्दत पाउन सक्छु?","म loan payments देख्न चाहन्छु, के म केही help पाउन सक्छु?","ma rin bhuktaniharu dekhna chahanchu, ke ma kehi maddat paun sakchu?",,2366
BMZ,I want hel to check the loan payments,LOAN,check_loan_payments,"Yes, of course! I'm here to assist you in checking your loan payments. To access your loan payment information, you can follow these steps:

1. Log in to your account on our website.
2. Navigate to the ""Loan Payments"" section.
3. Here, you will be able to view the details of your loan payments, including the amount paid, payment dates, and any pending payments.

If you encounter any difficulties or have further questions regarding your loan payments, feel free to reach out to our customer support team at {{Customer Support Phone Number}} or through the Live Chat on our website at {{Company Website URL}}. They will be more than happy to provide you with the assistance you need.

Let me know if there's anything else I can help you with!",म ऋण भुक्तानी जाँच गर्न मद्दत चाहन्छु।,म loan payments जाँच गर्न help चाहन्छु।,ma rin bhuktani janch garna madat chahanchu.,,2367
BCILMP,"I'd like to see the loan payments, could you help me?",LOAN,check_loan_payments,"I'd be happy to assist you with checking your loan payments. To provide you with the most accurate information, could you please provide me with your loan account number or any other details regarding your loan? Once I have that information, I'll be able to guide you through the process of checking your loan payments.","म ऋण भुक्तानीहरू देख्न चाहन्छु, के तपाईं मलाई मद्दत गर्न सक्नुहुन्छ?","म loan payments देख्न चाहन्छु, के तपाईं मलाई help गर्न सक्नुहुन्छ?","ma rin bhuktaniharu dekhna chahanchu, ke tapai malai maddat garna saknuhunchha?",,2368
BCILMPZ,"I'd like to see the loan payments, hw can I do it?",LOAN,check_loan_payments,"I'm here to help you with checking your loan payments. To do it, you can follow these simple steps:

1. Visit our website at {{Company Website URL}}.
2. Log in to your account using your registered email and password.
3. Navigate to the ""Loan Payments"" section or ""Account Dashboard"".
4. Look for the option that says ""View Loan Payments"" or similar.
5. Click on it to access your loan payment details.
6. You should now be able to see your loan payment history, upcoming payments, and any outstanding balance.

If you encounter any issues or have any further questions, feel free to reach out to our customer support team at {{Customer Support Phone Number}}. They will be more than happy to assist you.","म ऋण भुक्तानीहरू देख्न चाहन्छु, म कसरी गर्न सक्छु?","म loan payments देख्न चाहन्छु, म कसरी गर्न सक्छु?","ma rin bhuktaniharu dekhna chahanchu, ma kasari garna sakchu?",,2369
BIMPQ,could ushow me the loan payments,LOAN,check_loan_payments,"I'm happy to help! I'd be more than happy to show you the details of your loan payments. To access your loan payment information, please follow these steps:

1. Log in to your account on our website.
2. Navigate to the ""Loans"" section or a similar option related to your loan account.
3. Look for the ""Payment History"" or ""Loan Payments"" tab.
4. Click on that tab to view a record of all your previous loan payments, including dates, amounts, and any additional information available.

If you're having trouble locating the specific section or need further assistance, please don't hesitate to let me know. I'm here to help you every step of the way!",के तपाई मलाई ऋण भुक्तानीहरू देखाउन सक्नुहुन्छ?,के तपाई मलाई loan payments देखाउन सक्नुहुन्छ?,ke tapai malai loan payments dekhaun saknuhunchha?,,2370
BCLMP,"I'd like to see the loan payments, help me",LOAN,check_loan_payments,"I'm here to assist you with checking your loan payments. To access your loan payment information, please follow these steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Loan"" or ""Account"" section.
3. Look for the ""Payment History"" or ""Loan Payments"" tab.
4. Click on it to view the details of your loan payments.

If you're having trouble locating the specific section, please let me know, and I'll provide more detailed instructions.","म ऋण भुक्तानीहरू देख्न चाहन्छु, मलाई मद्दत गर्नुहोस्।","म loan payments देख्न चाहन्छु, मलाई help गर्नुहोस्।","ma rin bhuktaniharu dekhna chahanchu, malai maddat garnuhos.",,2371
BMZ,I have to check the  loan payments,LOAN,check_loan_payments,"I'm here to assist you with checking your loan payments. To access your loan payment details, please follow these steps:

1. Log in to your account on our website.
2. Navigate to the ""Loan"" section or ""My Loans"" tab.
3. Look for the option or link that says ""View Loan Payments"" or ""Payment History"".
4. Click on it to access the details of your loan payments.

If you encounter any difficulties or have any questions while checking your loan payments, feel free to let me know. I'm here to help!",मलाई ऋण भुक्तानी जाँच गर्नुपर्छ।,मलाई loan payments जाँच गर्नुपर्छ।,malai rin bhuktani janch garnu parcha.,,2372
BIMPQ,where could i check the loan payments,LOAN,check_loan_payments,"I'm here to assist you with checking your loan payments. To access your loan payment information, you can follow these steps:

1. Go to our website at {{Company Website URL}}.
2. Log in to your account using your registered credentials.
3. Once logged in, navigate to the ""My Account"" or ""Loan Account"" section.
4. Look for the ""Loan Payments"" or ""Payment History"" tab.
5. Click on the tab to view your loan payment details, including the payment amounts, dates, and any outstanding balance.

If you encounter any difficulties or have further questions, please don't hesitate to reach out to our customer support team at {{Customer Support Phone Number}} or through the Live Chat feature on our website. We're here to help you every step of the way!",म कहाँ ऋण भुक्तानी चेक गर्न सक्छु?,म कहाँ loan payments चेक गर्न सक्छु?,ma kaha rin bhuktani check garna sakchu?,,2373
BLZ,I need assistance seeing thw loan payment,LOAN,check_loan_payments,"I'm here to help you with checking your loan payments. To access your loan payment information, follow these steps:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Loan"" or ""Account"" section.
3. Look for the ""Payment"" or ""Payment History"" tab.
4. Click on it to view your loan payment details, including the payment amounts, due dates, and any past payments made.

If you encounter any difficulty or need further clarification, don't hesitate to reach out to our customer support team. They are available {{Customer Support Working Hours}} at {{Customer Support Phone Number}} or through the Live Chat on our website at {{Company Website URL}}. They will be delighted to provide you with additional assistance and answer any questions you may have about your loan payments.",मलाई ऋण भुक्तानी हेर्न सहयोग चाहिन्छ।,मलाई loan payment हेर्न assistance चाहिन्छ।,malai rin bhuktani herna sahayog chaiyo.,,2374
BIZ,is it possible to check the loan pament?,LOAN,check_loan_payments,"I can help you with that. To check your loan payment, please follow these steps:

1. Log in to your account on our website.
2. Navigate to the ""Loan"" section or ""My Loans"" tab.
3. Look for the option to view your loan details.
4. Once you find the loan details, you should be able to see your payment history and upcoming payment schedule.

If you encounter any difficulties or have any specific questions regarding your loan payment, feel free to reach out to our customer support team. They are available to assist you and provide any additional information you may need.

Please note that if you have set up automatic payments, your payment history may already be reflected in your account. In case you need any further assistance, don't hesitate to ask.",ऋण भुक्तानी जाँच गर्न सम्भव छ?,Loan payment जाँच गर्न सम्भव छ?,rin bhuktani janch garna sambhav chha?,,2375
BIMQ,how to check the loan payments,LOAN,check_loan_payments,"I'd be happy to guide you through checking your loan payments. Here's how you can do it:

1. Visit our website and log in to your account.
2. Look for the ""Loan"" or ""Account"" section.
3. Within that section, you should find an option for ""Loan Payments"" or ""Payment History.""
4. Click on that option to view your loan payments.
5. You should see a list of your recent payments, including the amounts and dates.

If you have trouble finding the specific section or need further assistance, please don't hesitate to let me know. I'm here to help you every step of the way!",कसरी ऋण भुक्तानी जाँच गर्ने?,कसरी loan payments जाँच गर्ने?,kasari rin bhuktani janch garne?,,2376
BCPZ,"I would like to check the loan payment , help me",LOAN,check_loan_payments,"You bet! I'm here to assist you with checking your loan payment. To do that, you can follow these steps:

1. Visit our website at {{Company Website URL}}.
2. Log in to your account using your credentials.
3. Look for the ""{{Loan Payments}}"" or ""{{Loan Account}}"" section.
4. Click on that section to view your loan payment details.
5. You should be able to see your payment history, including the amount paid, the date of payment, and the remaining balance.

If you encounter any issues or have further questions, please don't hesitate to reach out to our customer support team at {{Customer Support Phone Number}} or through the live chat on our website. We're available {{Customer Support Working Hours}} and always happy to assist you.","म ऋण भुक्तानी जाँच गर्न चाहन्छु, मलाई मद्दत गर्नुहोस्।","म loan payment जाँच गर्न चाहन्छु, मलाई help गर्नुहोस्।","ma rin bhuktani janch garna chahanchu, malai maddat garnuhos.",,2377
BCIMZ,"I got to check the loan paymentys, how do I do it?",LOAN,check_loan_payments,"I can assist you with checking your loan payments. Here's what you need to do:

1. Log in to your account on our website or mobile app.
2. Navigate to the ""Loan"" or ""My Loans"" section.
3. Look for an option like ""View Payment History"" or ""Payment Details"".
4. Click on that option to access your loan payment information.
5. You should be able to see a list of your previous loan payments, including dates and amounts.

If you encounter any difficulties or need further assistance, please don't hesitate to let me know. I'm here to help!","मलाई ऋण भुक्तानी जाँच गर्नुपर्छ, म कसरी गर्न सक्छु?","मलाई loan payment जाँच गर्नुपर्छ, म कसरी गर्न सक्छु?","malai rin bhuktani janch garnu parne, ma kasari garna sakchu?",,2378
